,item_no,embedding
1366,BA6454,"[-0.02271401  0.09134465 -0.07679985 -0.22117591 -0.3296115  -0.72646654
 -0.09341712 -0.4069593   0.25893134  0.14076205  0.41188377  0.2514973
 -0.01044303 -0.18186128  0.36834773  0.8124486  -0.1827986   0.47030675
  0.30666107 -0.04845693 -0.11241251 -0.23043695  0.5836427   0.23321798
 -0.20652416 -0.15968348  0.589512    0.0635532   0.11650335 -0.24932772
 -0.23157422  0.21639682  0.227535    0.10996414  0.2616797   0.43473706
 -0.07788432  0.06325614 -0.4738518  -0.04423565 -0.08241206  0.16281578
 -0.23631258  0.52781606  0.23622327 -0.08012648  0.35852912 -0.2212443
  0.09246101  0.11301044 -0.56028956 -0.19290467  0.45740998 -0.09084129
 -0.1419024  -0.46367288 -0.05304436 -0.29100466  0.3356239  -0.1710999
  0.13897613 -0.5753987  -0.45062304 -0.2299214   0.21341568  0.1345655
  0.07973567  0.3501366  -0.4301833   0.00969008  0.1532408   0.3413077
  0.3267206  -0.5445106   0.07382948 -0.00753365  0.163153   -0.1714583
  0.23938519  0.24158542 -0.03464073  0.13016196 -0.05026656 -0.05723721
  0.03993286 -0.40541857 -0.37982753 -0.04061139 -0.03774175  0.62511986
  0.2909197   0.0512201   0.36951447  0.25409865 -0.26478338  0.53104985
  0.0982088   0.09344939 -0.6199355  -0.6580696  -0.06772787  0.11182267
 -0.01470467  0.2602768   0.03738138 -0.24984261  0.03269254  0.23872995
  0.27460647  0.13210617 -0.36566478 -0.27680108 -0.4603322   0.5933849
  0.16595265 -0.24117565 -0.07318831  0.39328122  0.4855553   0.18422222
 -0.484249   -0.46838325 -0.6325893  -0.2779433  -0.3168131   0.28972936
  0.3822072  -0.20231266]"
1367,BA5342,"[ 0.15298647 -0.03323859  0.00626913 -0.2774865  -0.27653706 -0.4795394
 -0.29095423 -0.28306413  0.07374838 -0.1093713   0.4998344   0.2100049
 -0.22585142 -0.03451774  0.57557595  0.73759913 -0.16892967  0.16887575
  0.09096436  0.00092658 -0.00464672 -0.03346842  0.5047935   0.04409019
 -0.26703438 -0.07256813  0.35001853  0.08781768  0.23139685 -0.25364456
 -0.14275561  0.12929116  0.1724327   0.14187163  0.13189377  0.43214247
 -0.00722895  0.2539887  -0.47247702  0.05895007 -0.12105814  0.19948652
 -0.07879902  0.52562636  0.16654235 -0.11843011  0.4664822  -0.2398923
  0.09061553  0.22921813 -0.5654224  -0.12471282  0.15964141 -0.2222006
 -0.21225634 -0.48630363  0.16813618 -0.15452065  0.28498065 -0.19934185
 -0.01090382 -0.42655474 -0.13188879 -0.45949972  0.2894561   0.3896299
  0.02457909  0.22454974 -0.36856127  0.19367859  0.19867596  0.24312204
  0.21751335 -0.33353803 -0.22377744  0.13136354  0.14039546  0.03367562
  0.36078295  0.06057093  0.17096165  0.10255488 -0.10469621  0.12107863
  0.09654953 -0.23719499 -0.28542992  0.21881479 -0.02242018  0.5048204
  0.14579406 -0.1232507   0.41545528  0.0827254  -0.02510346  0.4466551
 -0.15835583  0.16857412 -0.54235566 -0.4592251  -0.02612334  0.24334568
  0.01077342  0.3072322   0.0098389  -0.19989286 -0.06399734  0.00485217
  0.2571963   0.23304597 -0.31875348 -0.34847513 -0.43150276  0.6183281
 -0.02129736 -0.16405225 -0.08852366  0.46329954  0.38604513  0.21732488
 -0.45643649 -0.28347233 -0.4065926  -0.20271271 -0.19250971  0.09929726
  0.28264546 -0.07943995]"
1368,CA1962,"[ 0.08204792 -0.09863283  0.02101953 -0.43319026 -0.35467282 -0.75825
 -0.09361205 -0.5443965   0.26760542  0.35153192  0.4177928   0.17689613
  0.05622917 -0.4169104   0.41082102  0.69798636 -0.2551306   0.6166381
  0.26660043  0.13412878  0.16555175 -0.10990217  0.62353134  0.20326397
 -0.13445058 -0.20686506  0.5174787   0.09156692 -0.06241681 -0.33673453
 -0.45415914  0.26701987  0.19053116  0.0176959   0.335232    0.5765472
 -0.430935    0.2084713  -0.43739146  0.06371012 -0.1837916   0.24423298
 -0.48032612  0.57016283  0.30256534  0.0277203   0.5879561  -0.15443021
  0.19111896  0.10398365 -0.57937753  0.17825098  0.6280713  -0.06872147
 -0.04957004 -0.81345063 -0.10048489 -0.35678887  0.38571274 -0.38533047
  0.07785133 -0.5381017  -0.419077   -0.08135065  0.2683019   0.05718345
  0.01001305  0.27960286 -0.43842262  0.11042857  0.11311627  0.2640289
  0.5334947  -0.28857708 -0.1760506  -0.16603863  0.2879126  -0.35477704
  0.22981712  0.32600784 -0.07637864  0.01053043 -0.00429862 -0.02933371
  0.22519925 -0.18025124 -0.43848783  0.06929979  0.15985323  0.41973525
  0.3204721   0.00422066  0.28381604  0.29273745 -0.17626762  0.51748466
  0.09275442 -0.09751023 -0.39246047 -0.88009584 -0.03585904  0.06578673
  0.14487505  0.26363298  0.18020752 -0.20715885 -0.14240709  0.35014084
  0.21322627  0.0898965  -0.30652854 -0.18686971 -0.6918329   0.5185376
  0.3574624  -0.05624334 -0.19286636  0.37679392  0.3495361   0.31026822
 -0.78107435 -0.4087917  -0.50156647 -0.17040114 -0.06583157  0.36686212
  0.47106636 -0.2828365 ]"
1369,BA5846,"[-0.01283957  0.05047462 -0.1962026  -0.09609818 -0.15196738 -0.3384987
 -0.06505599 -0.33051684  0.30185467  0.02441659  0.26973748  0.11285026
 -0.20367116  0.04133204  0.10607885  0.3590571   0.07924682  0.21492025
  0.34633976 -0.11508334 -0.15347217 -0.26790652  0.20403391  0.0919826
 -0.14941525 -0.15907554  0.31688    -0.08947261  0.25725177 -0.19848484
 -0.10844723  0.09353831  0.22094081  0.27273616  0.17356232  0.11817978
  0.08929387  0.01728069 -0.26967132 -0.19243188  0.12213902  0.02631249
 -0.00802294  0.2239514   0.08459134 -0.10355382  0.14216307 -0.08106918
  0.08576915  0.02844997 -0.36828277 -0.24052171  0.18662578 -0.06694157
 -0.1171946  -0.18258137 -0.01317522 -0.16504794  0.16527039 -0.00149549
  0.17851608 -0.32098043 -0.2735809  -0.15261647  0.12399399  0.13837206
 -0.04195002  0.2220403  -0.24495867  0.02250125  0.20499453  0.32186654
  0.05691183 -0.5020479   0.05746368  0.04928084  0.13117379  0.1477421
  0.20706612  0.10570551  0.10186765  0.08925444 -0.04787729  0.00166547
 -0.04251955 -0.3889025  -0.21116027 -0.05423475 -0.1273701   0.4904859
  0.12737146  0.13283968  0.16101286  0.18945298 -0.20862247  0.29791623
  0.01154606  0.18723994 -0.5301148  -0.27962813 -0.19774806  0.04229868
 -0.1540569   0.22693506 -0.12001642 -0.22434655  0.08959742  0.11094437
  0.16876104  0.16843066 -0.25155473 -0.10935748 -0.1803559   0.43020836
  0.02953593 -0.12424607  0.05253723  0.2101891   0.3380551  -0.01951443
 -0.09376848 -0.3046284  -0.5026392  -0.29257208 -0.2879237   0.03255136
  0.17315847 -0.06285326]"
1370,BA6510,"[ 1.12338483e-01  2.18158402e-02 -1.17196016e-01 -2.61440337e-01
 -3.85355115e-01 -5.11298060e-01 -6.62667528e-02 -3.23968500e-01
  3.32698911e-01  1.66259170e-01  3.59507412e-01  1.82039678e-01
 -1.23202451e-01  2.76702866e-02  3.04230213e-01  5.21827936e-01
 -1.63706422e-01  3.08471173e-01  3.27126443e-01 -1.63644940e-01
 -1.51490539e-01 -1.70970470e-01  4.90851283e-01  1.14501439e-01
 -2.40688056e-01 -1.18205279e-01  4.67155844e-01 -9.97359455e-02
  1.58832759e-01 -2.14828819e-01 -2.10945830e-01  1.38278231e-01
  2.67196596e-01  1.97042257e-01  2.95168817e-01  3.30423087e-01
 -1.26732036e-01  2.39810944e-02 -3.94357502e-01 -7.53370970e-02
  7.12167919e-02  6.70222938e-02 -5.43095246e-02  5.01460671e-01
  1.47068620e-01 -9.01408195e-02  2.63813198e-01 -1.21400841e-01
  4.55897674e-02  4.47272211e-02 -5.75147808e-01 -1.83877304e-01
  2.50858694e-01 -8.63730833e-02 -7.33156949e-02 -3.36327612e-01
 -8.26585069e-02 -2.11007968e-01  2.43739069e-01 -1.63936719e-01
  1.35945961e-01 -4.91750956e-01 -2.78907299e-01 -1.71188682e-01
  1.75758302e-01  1.08241282e-01  3.70579734e-02  2.09508985e-01
 -2.60762870e-01  6.76968843e-02  1.13995701e-01  3.09672058e-01
  3.08589280e-01 -4.64756846e-01 -4.38975319e-02 -3.86051163e-02
  1.81693166e-01  1.83366239e-04  1.51119620e-01  1.72658116e-01
  1.03220969e-01  6.93540201e-02  1.66454315e-02  3.88222933e-02
 -9.92131308e-02 -3.45418394e-01 -3.21221054e-01 -5.10075390e-02
 -1.19488798e-02  4.93153393e-01  2.22554713e-01  1.33335173e-01
  2.53802299e-01  1.88089520e-01 -1.96034610e-01  4.50805366e-01
  6.55075014e-02  6.93660006e-02 -4.88007396e-01 -4.91335481e-01
 -1.14853241e-01  1.26637816e-01 -6.29276559e-02  2.85785168e-01
 -5.22084981e-02 -2.68291742e-01  1.46010205e-01  2.54161060e-01
  1.74681321e-01  1.24257967e-01 -3.72739196e-01 -2.21850187e-01
 -4.72400427e-01  3.93168569e-01  8.81669149e-02 -1.62750274e-01
 -1.30982578e-01  2.23056108e-01  5.04247427e-01  6.62952587e-02
 -3.28332454e-01 -3.87173504e-01 -5.15152216e-01 -2.78278053e-01
 -2.28927687e-01  2.17856556e-01  2.33117372e-01 -1.54592574e-01]"
1371,BA5836,"[ 0.05243051  0.05577233  0.04283739 -0.23048252 -0.28042406 -0.5709776
 -0.16372098 -0.29990348  0.29382777  0.15313828  0.44117185  0.14423054
 -0.02918453 -0.06216862  0.28228605  0.59909475 -0.19066456  0.4774624
  0.28089917  0.10693892 -0.04478805 -0.24569958  0.4425864   0.11931948
 -0.17202455 -0.08784148  0.4332807   0.01051956  0.1379473  -0.11568398
 -0.2832337   0.21187992  0.17309774  0.09492279  0.31216457  0.46472877
 -0.09124609  0.09482581 -0.42356366 -0.13408849 -0.05527005  0.12798679
 -0.14002791  0.469662    0.12534715  0.03674313  0.25368756 -0.11749928
  0.12958339  0.13360381 -0.45788148 -0.10253231  0.30269492 -0.03067138
 -0.01177552 -0.4587953  -0.11320036 -0.2824884   0.30590007 -0.13690144
  0.09523448 -0.5880545  -0.4836015  -0.17090595  0.10537484  0.11860421
  0.09229169  0.12517264 -0.39548194 -0.0180724   0.03312572  0.13965136
  0.36025313 -0.4249344  -0.102448    0.10549323  0.407726   -0.16012514
  0.16632593  0.21649516 -0.03102554  0.06584604 -0.06028375 -0.03851553
  0.06352072 -0.19990118 -0.40122014 -0.04141799 -0.09814405  0.4331492
  0.21353588  0.05276977  0.21899322  0.31290466 -0.22839376  0.4777881
  0.01594799  0.1186367  -0.40830573 -0.5964868  -0.08929222  0.03557267
  0.14437804  0.33125335 -0.01794059 -0.40226895  0.09638345  0.29009604
  0.18795909  0.05906441 -0.20666647 -0.10863363 -0.4668454   0.36530572
  0.15193796 -0.08337326 -0.10082547  0.32531887  0.25366735  0.2252442
 -0.39657307 -0.36133614 -0.52926797 -0.23074487 -0.25518632  0.25155878
  0.32016867 -0.05412523]"
1372,BA5111,"[ 1.11211106e-01  5.31326272e-02 -1.80821389e-01 -2.25945592e-01
 -3.13914061e-01 -4.15130258e-01 -1.48218557e-01 -3.03483844e-01
  2.75193274e-01 -1.12082884e-02  3.37959588e-01  1.24220736e-01
 -2.08841115e-01  5.07577583e-02  2.34308600e-01  4.95375663e-01
 -5.64438775e-02  1.49100572e-01  2.88564503e-01 -9.35433507e-02
 -2.06591666e-01 -1.07023336e-01  3.05071056e-01  3.89099643e-02
 -3.09975713e-01 -1.77125677e-01  4.31177020e-01 -6.77145123e-02
  2.70246178e-01 -3.26926887e-01 -1.96131214e-01  3.58814076e-02
  2.11101547e-01  2.93482751e-01  2.33889252e-01  2.42123574e-01
  1.46893978e-01  1.63404375e-01 -3.62735808e-01 -1.56187475e-01
  3.75140756e-02  1.85636654e-02  3.91418487e-02  4.37153429e-01
  1.31646395e-01 -2.33476609e-01  1.47223949e-01 -1.73089713e-01
  3.54073197e-03  1.21444054e-01 -5.62900722e-01 -3.30499530e-01
  1.99599728e-01 -1.45491019e-01 -1.03654474e-01 -2.86279023e-01
  9.60344896e-02 -2.25615099e-01  2.05384344e-01 -7.37848282e-02
  2.47933298e-01 -3.70828986e-01 -2.12880611e-01 -2.81690210e-01
  1.22225285e-01  1.17290817e-01 -7.46395066e-03  2.46507078e-01
 -2.13500127e-01  1.03055343e-01  1.80045068e-01  4.42472875e-01
  8.70126039e-02 -4.60098773e-01  1.31142020e-01  6.75085559e-02
  1.40840918e-01  1.53510690e-01  2.01295018e-01  1.21137127e-04
  1.52376875e-01  1.27495080e-02 -1.70084372e-01  2.13005394e-02
  5.59417382e-02 -3.82783592e-01 -2.70518839e-01  3.85568365e-02
 -1.14265770e-01  4.96276319e-01  9.16993394e-02  1.09807000e-01
  2.55826622e-01  1.86347693e-01 -2.60917962e-01  4.04402673e-01
 -3.02233100e-02  1.33588433e-01 -6.60917997e-01 -3.60734969e-01
 -1.09623209e-01  2.52500504e-01 -1.55407697e-01  2.23437846e-01
 -1.24850437e-01 -1.67744309e-01  4.26168069e-02  8.58782157e-02
  2.30075970e-01  1.32458284e-01 -3.82993698e-01 -2.64844090e-01
 -3.22265267e-01  4.58501220e-01  4.05214578e-02 -1.97985977e-01
  4.03120555e-02  1.65734455e-01  4.26689833e-01  4.73037586e-02
 -2.17346668e-01 -4.58285451e-01 -5.40638566e-01 -2.67640859e-01
 -2.95698106e-01  1.33729234e-01  2.36976385e-01  1.78175196e-02]"
1373,DA8574,"[ 6.44084811e-03  7.51818866e-02 -2.27202833e-01 -1.62238598e-01
 -2.27201760e-01 -3.45147550e-01 -6.04539365e-02 -3.49356472e-01
  3.06613654e-01  4.24236432e-03  1.66559458e-01  3.35503444e-02
 -2.40345746e-01  1.43303841e-01  8.94440636e-02  3.41065317e-01
 -1.03261843e-02  2.78165311e-01  4.24299181e-01 -1.03140026e-01
 -1.95997089e-01 -2.47399718e-01  1.58636361e-01  4.04505208e-02
 -2.03530133e-01 -1.04137011e-01  3.61173809e-01 -1.24053523e-01
  2.89802969e-01 -3.28107178e-01 -1.15773037e-01  6.72845989e-02
  2.20454231e-01  3.73556018e-01  1.53436601e-01  1.65615946e-01
  1.46214098e-01 -6.38953224e-02 -2.66218960e-01 -2.54239917e-01
  1.22816667e-01 -6.77541569e-02  2.34446824e-02  2.35108376e-01
  1.01759218e-01 -9.87272263e-02  7.21494555e-02  1.77183002e-03
  5.65489307e-02 -4.99873459e-02 -3.86551827e-01 -2.54795313e-01
  9.13783312e-02 -1.26505531e-02 -3.40735167e-03 -1.39534071e-01
 -6.25931025e-02 -1.33236468e-01  1.84658930e-01  9.38464925e-02
  2.11365178e-01 -3.71200383e-01 -3.44819278e-01 -1.10033594e-01
  1.95706859e-02  9.73090455e-02  2.98652388e-02  2.06118554e-01
 -2.79022455e-01  4.89874780e-02  1.14701554e-01  3.98377001e-01
  5.33641055e-02 -5.63146114e-01  2.00560153e-01  1.01402134e-01
  1.77307844e-01  2.78062403e-01  1.52574718e-01 -1.37354694e-02
  2.79930159e-02  1.26606286e-01 -2.87667066e-02  1.37560651e-01
 -4.83371317e-04 -4.26917881e-01 -1.55948728e-01 -1.08500279e-01
 -1.72191754e-01  4.45844442e-01  1.38522059e-01  2.41474256e-01
  1.43551469e-01  2.86835432e-01 -2.86922872e-01  3.97666603e-01
  1.31179094e-02  2.18801647e-01 -5.55784166e-01 -1.94087803e-01
 -2.38339067e-01  7.01643676e-02 -1.84026361e-01  2.52000868e-01
 -1.46808475e-01 -2.68916845e-01  2.43155271e-01  6.01885244e-02
  1.64223790e-01  1.47077501e-01 -2.89293706e-01 -1.81942917e-02
 -1.37892514e-01  3.50858003e-01  2.78148279e-02 -1.25500828e-01
  9.59215239e-02  1.07332245e-01  3.48548293e-01 -8.03208351e-02
 -9.59911570e-03 -4.10399735e-01 -4.79406387e-01 -3.39338750e-01
 -3.90161335e-01  6.26289546e-02  1.71719939e-01  7.66234845e-03]"
1374,CA1693,"[ 0.04267601  0.05315807 -0.04806028 -0.25366345 -0.29185987 -0.5444637
 -0.01757974 -0.39654136  0.23430215  0.11015757  0.36086234  0.0882897
 -0.1788213  -0.0047159   0.26433572  0.5987439  -0.09850245  0.2840772
  0.4060222  -0.15450063 -0.14416066 -0.09765246  0.40696383  0.07140723
 -0.22513825 -0.18147378  0.5780351  -0.06389169  0.26606163 -0.3521001
 -0.2653385   0.1538589   0.3560595   0.1882788   0.3004258   0.3222744
 -0.00373591  0.10628459 -0.4068361  -0.0957866   0.0364536   0.15942249
 -0.12411162  0.48177928  0.148379   -0.2198399   0.24781242 -0.15664795
  0.07479531  0.16730106 -0.59097075 -0.17572547  0.33587158 -0.15551156
 -0.02330665 -0.37270528  0.0009222  -0.26741982  0.31978625 -0.10035294
  0.1644703  -0.47826135 -0.43568927 -0.18116489  0.15977605  0.20096767
  0.04123201  0.2319867  -0.3302408   0.09100765  0.23368868  0.36041856
  0.22692934 -0.46616483  0.04209358  0.00293189  0.24027878  0.05360398
  0.18527776  0.03405746  0.03207959  0.11997521 -0.05527266 -0.01977654
 -0.00103445 -0.3068544  -0.3276875  -0.08350775  0.06972285  0.5200851
  0.08950599  0.14938761  0.27626616  0.29459423 -0.2820518   0.3921821
  0.08733571  0.11892533 -0.6008666  -0.5725919  -0.12761018  0.18217456
 -0.0398623   0.3058557   0.02066442 -0.2443752   0.12767129  0.20485419
  0.28123426  0.03394532 -0.4040935  -0.20703074 -0.33728135  0.5262156
  0.09071777 -0.252124   -0.06317525  0.2694064   0.49932605  0.10085464
 -0.30936688 -0.47679815 -0.54096866 -0.2625283  -0.24749793  0.25174946
  0.33324096 -0.05497198]"
1375,BA5905,"[ 0.02336437  0.03776233 -0.11699455 -0.1354147  -0.2378692  -0.35626507
 -0.0361369  -0.32839563  0.2509465   0.09213453  0.18357417  0.03097779
 -0.21508682  0.0875558   0.1250118   0.3946813  -0.00892705  0.28523228
  0.38122708 -0.08304334 -0.20944674 -0.22813761  0.2332483   0.03874572
 -0.20190883 -0.01992001  0.41463596 -0.03332135  0.31150356 -0.25829834
 -0.10185316  0.06577364  0.20337175  0.34584224  0.17446026  0.20875967
  0.11844713  0.01147438 -0.2546177  -0.18507731  0.08053799 -0.02252496
 -0.01302872  0.24165142  0.13921677 -0.10499908  0.12522742  0.01010672
 -0.01708193  0.0504809  -0.40428746 -0.31909448  0.13138694 -0.07850251
 -0.03174079 -0.07118058 -0.03715196 -0.13580328  0.21716955  0.00579756
  0.18830304 -0.46685666 -0.30731797 -0.08279856  0.07895855  0.12474825
  0.03499274  0.20269427 -0.27174166  0.05469986  0.12486297  0.30669588
  0.11659464 -0.53711337  0.17023385  0.06204014  0.16115764  0.25147378
  0.13496965  0.02823179  0.03007787  0.2430178   0.01019271  0.09861242
 -0.02543498 -0.39057323 -0.19347385 -0.10710467 -0.12422508  0.45230567
  0.11351427  0.17037791  0.21938553  0.29658735 -0.23540324  0.38077515
  0.00456896  0.21418932 -0.53432715 -0.27986586 -0.17727482  0.07721964
 -0.13894156  0.256057   -0.16182354 -0.31052035  0.20357564  0.12233225
  0.22164546  0.06675135 -0.3223667  -0.07111407 -0.11981903  0.2999619
  0.06789965 -0.13029149  0.08201581  0.1714525   0.39102408 -0.01860099
 -0.05652306 -0.40915042 -0.44178534 -0.3665967  -0.34082526  0.0541146
  0.17315273 -0.01179893]"
1376,DA8716,"[ 0.20975222  0.15042394 -0.23067889 -0.16570704 -0.27750784 -0.23936388
 -0.06637254 -0.23095748  0.27771008 -0.02974454  0.18405244 -0.05319507
 -0.29584026  0.08699913  0.30358365  0.3747714   0.00457853  0.19160712
  0.13432765  0.0517078  -0.26408815 -0.02640696  0.26655483 -0.07691996
 -0.39192253 -0.06677866  0.3394184   0.07088338  0.3471687  -0.35814223
 -0.00101569 -0.08509198  0.29149604  0.39325008 -0.02992477  0.29172018
  0.04582527 -0.00282001 -0.3164701  -0.26661366  0.04603468  0.02505326
  0.12799448  0.4213071   0.15444195 -0.12046327  0.18337753 -0.05316269
 -0.04367489 -0.05043155 -0.56041855 -0.41236126  0.03461202 -0.13355201
 -0.09616221 -0.0711008   0.08226375 -0.1977228   0.23077306 -0.00589874
  0.25167224 -0.40425402 -0.10012752 -0.23925057  0.19059856  0.08908719
  0.08907345  0.12251322 -0.15918456  0.23249337  0.10818137  0.52474207
  0.10125004 -0.5622815   0.17303678  0.09021415  0.1009691   0.32879883
  0.2598935  -0.20581605  0.19584344  0.24603593 -0.10019651  0.2510367
 -0.03391924 -0.42116114 -0.07367311 -0.01722293 -0.23474164  0.5285047
  0.17411241  0.00909392  0.32798436  0.05778829 -0.2505806   0.35420364
 -0.06126572  0.26182115 -0.48118308 -0.22214802 -0.0950887   0.2774362
 -0.29944882  0.2252878  -0.22807184 -0.03342173  0.25219098 -0.08329345
  0.22886384  0.25120562 -0.39780432 -0.33701202 -0.10685514  0.38110667
 -0.00647821 -0.28114054  0.11289801  0.1311489   0.26120213 -0.09626134
 -0.12898779 -0.3481563  -0.31656736 -0.39600894 -0.33836347  0.01317548
  0.01087313  0.12009484]"
1377,BA5954,"[ 0.07253203  0.06303022 -0.09919974 -0.21373004 -0.28573787 -0.5033865
 -0.09974232 -0.24646583  0.29354358  0.06926463  0.30611226  0.13186106
 -0.2255528   0.03890746  0.2677762   0.55033255 -0.10115465  0.2592927
  0.27400106 -0.04291384 -0.17046428 -0.24960342  0.39009884  0.09631789
 -0.28532776 -0.06270337  0.48127496 -0.02370261  0.22678804 -0.24291283
 -0.1414539   0.11858417  0.19830813  0.237153    0.17961963  0.31905466
  0.01777481  0.01217428 -0.35366565 -0.11062372  0.06270437  0.10986412
 -0.0573651   0.41254973  0.17533238 -0.09450662  0.18573992 -0.08358755
  0.04513743  0.07066923 -0.5178357  -0.2597857   0.20922555 -0.11502505
 -0.07374037 -0.29388827 -0.05551639 -0.22293693  0.25156027 -0.06478469
  0.1505431  -0.49834538 -0.32528523 -0.19000384  0.19252026  0.12253762
  0.0142827   0.22840148 -0.3014509   0.07742723  0.1450448   0.33657637
  0.19849205 -0.49159083  0.09785184  0.05013872  0.1794531   0.12083707
  0.1477988   0.09817863  0.08317855  0.15387082 -0.08752936  0.11228662
  0.02814764 -0.42441782 -0.1996938  -0.00334393 -0.07544711  0.5533579
  0.22368455  0.10872492  0.2897885   0.28471875 -0.27345476  0.4372406
 -0.01354694  0.15274659 -0.571208   -0.4135285  -0.12446459  0.0970856
 -0.11076408  0.28517598 -0.0725153  -0.24802588  0.17303601  0.15627265
  0.15789671  0.0632544  -0.33626974 -0.22324806 -0.30083644  0.44415435
  0.06070113 -0.1801511   0.0365773   0.21224429  0.38971388  0.06107824
 -0.24174309 -0.42691174 -0.52020204 -0.32078913 -0.33047408  0.13429841
  0.24580184 -0.02641074]"
1378,BA5529,"[-8.08857605e-02  5.54580167e-02  5.25692962e-02 -2.74868548e-01
 -1.43054962e-01 -6.25463784e-01 -1.99626535e-01 -2.74684608e-01
  2.57599175e-01  1.55660242e-01  3.49222839e-01  2.16398656e-01
 -9.24902633e-02 -1.77011341e-01  3.29059511e-01  7.35842705e-01
 -2.84483880e-01  5.15305221e-01  2.54601717e-01 -6.33109659e-02
  5.44388220e-02 -2.38624394e-01  4.27895814e-01  2.28205055e-01
 -1.93102539e-01 -1.42082289e-01  5.54533601e-01  1.19410232e-02
  2.62737274e-02 -2.37206250e-01 -3.44314277e-01  3.93946946e-01
  2.14963242e-01 -3.74707505e-02  3.31268638e-01  4.87072110e-01
 -8.67426991e-02  1.85887009e-01 -4.49516416e-01  2.72735097e-02
 -1.02216363e-01  2.73191452e-01 -3.42957556e-01  4.61727440e-01
  2.11944640e-01  6.08755648e-03  3.06748599e-01 -1.98438883e-01
  6.19912967e-02  2.02740997e-01 -4.92355138e-01 -5.83441854e-02
  5.10583818e-01 -1.27250969e-01 -1.28944606e-01 -5.52808046e-01
 -1.40018761e-02 -3.37275386e-01  2.25682825e-01 -2.57550299e-01
  6.58081770e-02 -4.59627628e-01 -3.78226101e-01 -2.04660863e-01
  2.60714769e-01  7.78558999e-02 -1.42032489e-01  3.22144687e-01
 -4.14591074e-01  9.65914577e-02  2.12329417e-01  1.40348047e-01
  3.74116927e-01 -3.38032871e-01 -5.73628470e-02 -3.77852023e-02
  3.07842433e-01 -2.27112770e-01  1.47105336e-01  2.44208261e-01
 -6.69919550e-02 -3.20660099e-02 -1.11927837e-01  2.90583521e-02
  1.96776152e-01 -2.17481941e-01 -3.46591800e-01  3.49921063e-02
 -4.61326540e-02  4.48377073e-01  2.92137057e-01  1.43874437e-04
  3.51430058e-01  3.40954036e-01 -2.45852858e-01  5.16349614e-01
  8.36645663e-02 -5.30829281e-03 -6.42985106e-01 -6.75805211e-01
  1.37235448e-02  1.58629149e-01  2.64527172e-01  2.83921272e-01
  9.18374881e-02 -3.86539519e-01 -1.06418215e-01  3.16440850e-01
  1.85655966e-01 -4.52659354e-02 -1.40959710e-01 -1.71623588e-01
 -4.78153110e-01  3.72700095e-01  2.73353845e-01 -1.65100634e-01
 -9.38185975e-02  4.41485971e-01  3.32477480e-01  2.78692186e-01
 -4.82240885e-01 -4.12814856e-01 -5.68868995e-01 -3.10196042e-01
 -1.86774746e-01  2.52200067e-01  3.78260702e-01 -1.52485088e-01]"
